loop,domain,checks,result,detail
715,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
716,d6_theme_contrast,19,PASS,standard_hell.json: 
717,d7_icon_targets,1,PASS,views/bank_import_dialog_runtime.py: 
718,d8_scaling,1,PASS,views/bank_import_dialog_runtime.py: setFixedSize auf Dialog
719,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
720,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
721,d1_release_cleaner,8,PASS,
722,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
723,d3_form_accessibility,1,PASS,Betrag 72
724,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
725,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
726,d6_theme_contrast,19,PASS,v2_dunkel_graphite_cyan.json: 
727,d7_icon_targets,1,PASS,views/bank_import_dialog_v4.py: 
728,d8_scaling,1,PASS,views/bank_import_dialog_v4.py: setFixedSize auf Dialog
729,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
730,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
731,d1_release_cleaner,8,PASS,
732,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
733,d3_form_accessibility,1,PASS,Betrag 73
734,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
735,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
736,d6_theme_contrast,19,PASS,v2_dunkel_purple_night.json: 
737,d7_icon_targets,1,PASS,views/bridge_share_dialog.py: 
738,d8_scaling,1,PASS,views/bridge_share_dialog.py: setFixedSize auf Dialog
739,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
740,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
741,d1_release_cleaner,8,PASS,
742,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
743,d3_form_accessibility,1,PASS,Betrag 74
744,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
745,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
746,d6_theme_contrast,19,PASS,v2_hell_neon_cyan.json: 
747,d7_icon_targets,1,PASS,views/budget_adjustment_dialog.py: 
748,d8_scaling,1,PASS,views/budget_adjustment_dialog.py: setFixedSize auf Dialog
749,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
750,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
751,d1_release_cleaner,8,PASS,
752,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
753,d3_form_accessibility,1,PASS,Betrag 75
754,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
755,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
756,d6_theme_contrast,19,PASS,v2_hell_pastel_mint.json: 
757,d7_icon_targets,1,PASS,views/budget_entry_dialog_extended.py: 
758,d8_scaling,1,PASS,views/budget_entry_dialog_extended.py: setFixedSize auf Dialog
759,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
760,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
761,d1_release_cleaner,8,PASS,
762,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
763,d3_form_accessibility,1,PASS,Betrag 76
764,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
765,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
766,d6_theme_contrast,19,PASS,v2_hell_warm_sand.json: 
767,d7_icon_targets,1,PASS,views/budget_fill_dialog.py: 
768,d8_scaling,1,PASS,views/budget_fill_dialog.py: setFixedSize auf Dialog
769,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
770,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
771,d1_release_cleaner,8,PASS,
772,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
773,d3_form_accessibility,1,PASS,Betrag 77
774,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
775,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
776,d6_theme_contrast,19,PASS,warm_hell.json: 
777,d7_icon_targets,1,PASS,views/category_delete_dialog.py: 
778,d8_scaling,1,PASS,views/category_delete_dialog.py: setFixedSize auf Dialog
779,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
780,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
781,d1_release_cleaner,8,PASS,
782,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
783,d3_form_accessibility,1,PASS,Betrag 78
784,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
785,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
786,d6_theme_contrast,19,PASS,dracula_dunkel.json: 
787,d7_icon_targets,1,PASS,views/category_excel_io.py: 
788,d8_scaling,1,PASS,views/category_excel_io.py: setFixedSize auf Dialog
789,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
790,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
791,d1_release_cleaner,8,PASS,
792,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
793,d3_form_accessibility,1,PASS,Betrag 79
794,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
795,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
796,d6_theme_contrast,19,PASS,dunkel_blau.json: 
797,d7_icon_targets,1,PASS,views/category_manager_dialog.py: 
798,d8_scaling,1,PASS,views/category_manager_dialog.py: setFixedSize auf Dialog
799,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
800,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
801,d1_release_cleaner,8,PASS,
802,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
803,d3_form_accessibility,1,PASS,Betrag 80
804,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
805,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
806,d6_theme_contrast,19,PASS,dunkel_gruen.json: 
807,d7_icon_targets,1,PASS,views/category_picker.py: 
808,d8_scaling,1,PASS,views/category_picker.py: setFixedSize auf Dialog
809,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
810,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
811,d1_release_cleaner,8,PASS,
812,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
813,d3_form_accessibility,1,PASS,Betrag 81
814,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
815,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
816,d6_theme_contrast,19,PASS,dunkel_oled_kontrastarm.json: 
817,d7_icon_targets,1,PASS,views/category_properties_dialog.py: 
818,d8_scaling,1,PASS,views/category_properties_dialog.py: setFixedSize auf Dialog
819,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
820,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
821,d1_release_cleaner,8,PASS,
822,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
823,d3_form_accessibility,1,PASS,Betrag 82
824,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
825,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
826,d6_theme_contrast,19,PASS,dunkel_warm_sepia.json: 
827,d7_icon_targets,1,PASS,views/category_search_picker.py: 
828,d8_scaling,1,PASS,views/category_search_picker.py: setFixedSize auf Dialog
829,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
830,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
831,d1_release_cleaner,8,PASS,
832,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
833,d3_form_accessibility,1,PASS,Betrag 83
834,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
835,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
836,d6_theme_contrast,19,PASS,gruvbox_dunkel.json: 
837,d7_icon_targets,1,PASS,views/cockpit_charts.py: 
838,d8_scaling,1,PASS,views/cockpit_charts.py: setFixedSize auf Dialog
839,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
840,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
841,d1_release_cleaner,8,PASS,
842,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
843,d3_form_accessibility,1,PASS,Betrag 84
844,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
845,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
846,d6_theme_contrast,19,PASS,gruvbox_hell.json: 
847,d7_icon_targets,1,PASS,views/cockpit_sections.py: 
848,d8_scaling,1,PASS,views/cockpit_sections.py: setFixedSize auf Dialog
849,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
850,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
851,d1_release_cleaner,8,PASS,
852,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
853,d3_form_accessibility,1,PASS,Betrag 85
854,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
855,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
856,d6_theme_contrast,19,PASS,hell_gruen.json: 
857,d7_icon_targets,1,PASS,views/copy_year_dialog.py: 
858,d8_scaling,1,PASS,views/copy_year_dialog.py: setFixedSize auf Dialog
859,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
860,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
861,d1_release_cleaner,8,PASS,
862,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
863,d3_form_accessibility,1,PASS,Betrag 86
864,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
865,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
866,d6_theme_contrast,19,PASS,hell_warm_sepia.json: 
867,d7_icon_targets,1,PASS,views/database_management_dialog.py: 
868,d8_scaling,1,PASS,views/database_management_dialog.py: setFixedSize auf Dialog
869,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
870,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
871,d1_release_cleaner,8,PASS,
872,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
873,d3_form_accessibility,1,PASS,Betrag 87
874,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
875,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
876,d6_theme_contrast,19,PASS,kontrast_schwarzweiss.json: 
877,d7_icon_targets,1,PASS,views/delegates/badge_delegate.py: 
878,d8_scaling,1,PASS,views/delegates/badge_delegate.py: setFixedSize auf Dialog
879,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
880,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
881,d1_release_cleaner,8,PASS,
882,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
883,d3_form_accessibility,1,PASS,Betrag 88
884,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
885,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
886,d6_theme_contrast,19,PASS,mitternacht_violett.json: 
887,d7_icon_targets,1,PASS,views/export_dialog.py: 
888,d8_scaling,1,PASS,views/export_dialog.py: setFixedSize auf Dialog
889,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
890,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
891,d1_release_cleaner,8,PASS,
892,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
893,d3_form_accessibility,1,PASS,Betrag 89
894,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
895,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
896,d6_theme_contrast,19,PASS,modern_cyan_v2.json: 
897,d7_icon_targets,1,PASS,views/favorites_dashboard_dialog.py: 
898,d8_scaling,1,PASS,views/favorites_dashboard_dialog.py: setFixedSize auf Dialog
899,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
900,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
901,d1_release_cleaner,8,PASS,
902,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
903,d3_form_accessibility,1,PASS,Betrag 90
904,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
905,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
906,d6_theme_contrast,19,PASS,monokai_dunkel.json: 
907,d7_icon_targets,1,PASS,views/global_search_dialog.py: 
908,d8_scaling,1,PASS,views/global_search_dialog.py: setFixedSize auf Dialog
909,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
910,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
911,d1_release_cleaner,8,PASS,
912,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
913,d3_form_accessibility,1,PASS,Betrag 91
914,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
915,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
916,d6_theme_contrast,19,PASS,nord_dunkel.json: 
917,d7_icon_targets,1,PASS,views/help_content.py: 
918,d8_scaling,1,PASS,views/help_content.py: setFixedSize auf Dialog
919,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
920,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
921,d1_release_cleaner,8,PASS,
922,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
923,d3_form_accessibility,1,PASS,Betrag 92
924,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
925,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
926,d6_theme_contrast,19,PASS,ocean_dunkel.json: 
927,d7_icon_targets,1,PASS,views/help_content_additions.py: 
928,d8_scaling,1,PASS,views/help_content_additions.py: setFixedSize auf Dialog
929,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
930,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
931,d1_release_cleaner,8,PASS,
932,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
933,d3_form_accessibility,1,PASS,Betrag 93
934,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
935,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
936,d6_theme_contrast,19,PASS,pastell_sanft.json: 
937,d7_icon_targets,1,PASS,views/help_dialog.py: 
938,d8_scaling,1,PASS,views/help_dialog.py: setFixedSize auf Dialog
939,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
940,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
941,d1_release_cleaner,8,PASS,
942,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
943,d3_form_accessibility,1,PASS,Betrag 94
944,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
945,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
946,d6_theme_contrast,19,PASS,solarized_dunkel.json: 
947,d7_icon_targets,1,PASS,views/help_launcher.py: 
948,d8_scaling,1,PASS,views/help_launcher.py: setFixedSize auf Dialog
949,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
950,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
951,d1_release_cleaner,8,PASS,
952,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
953,d3_form_accessibility,1,PASS,Betrag 95
954,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
955,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
956,d6_theme_contrast,19,PASS,solarized_hell.json: 
957,d7_icon_targets,1,PASS,views/help_menu.py: 
958,d8_scaling,1,PASS,views/help_menu.py: setFixedSize auf Dialog
959,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
960,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
961,d1_release_cleaner,8,PASS,
962,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
963,d3_form_accessibility,1,PASS,Betrag 96
964,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
965,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
966,d6_theme_contrast,19,PASS,standard_dunkel.json: 
967,d7_icon_targets,1,PASS,views/import_progress_area.py: 
968,d8_scaling,1,PASS,views/import_progress_area.py: setFixedSize auf Dialog
969,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
970,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
971,d1_release_cleaner,8,PASS,
972,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
973,d3_form_accessibility,1,PASS,Betrag 97
974,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
975,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
976,d6_theme_contrast,19,PASS,standard_hell.json: 
977,d7_icon_targets,1,PASS,views/language_select_dialog.py: 
978,d8_scaling,1,PASS,views/language_select_dialog.py: setFixedSize auf Dialog
979,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
980,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
981,d1_release_cleaner,8,PASS,
982,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
983,d3_form_accessibility,1,PASS,Betrag 98
984,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
985,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
986,d6_theme_contrast,19,PASS,v2_dunkel_graphite_cyan.json: 
987,d7_icon_targets,1,PASS,views/lifeplanner_import_dialog.py: 
988,d8_scaling,1,PASS,views/lifeplanner_import_dialog.py: setFixedSize auf Dialog
989,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
990,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
991,d1_release_cleaner,8,PASS,
992,d2_prefilled_focus,2,PASS,Vorbefüllte Felder dürfen nicht komplett markiert werden
993,d3_form_accessibility,1,PASS,Betrag 99
994,d4_destructive_metadata,2,PASS,Icon-only-Löschaktion blieb Enter-Default
995,d5_language_consistency,5,PASS,Live-Sprachwechsel würde gemischte UI erzeugen
996,d6_theme_contrast,19,PASS,v2_dunkel_purple_night.json: 
997,d7_icon_targets,1,PASS,views/login_dialog.py: 
998,d8_scaling,1,PASS,views/login_dialog.py: setFixedSize auf Dialog
999,d9_modal_load,2,PASS,"0 modale Informationen, 0 passive Warnungen, 99 Sicherheits-/Fehlerdialoge bewusst modal"
1000,d10_keyboard_navigation,2,PASS,15/15 komplexe Dialogdateien mit expliziter Tab-Kette
